0,0.780777863704095,4543,82789,23245,10290
1,0.8266782352830224,3313,87656,18378,11520
2,0.8306486598638173,3890,88077,17957,10943
3,0.817266159910972,4319,86658,19376,10514
4,0.8377878793594508,3444,88834,17200,11389
5,0.8458890544542317,3535,89693,16341,11298
6,0.8305732123658449,4154,88069,17965,10679
7,0.8459456400777109,3057,89699,16335,11776
8,0.8640813324028142,2869,91622,14412,11964
9,0.8460022257011902,3192,89705,16329,11641
10,0.8523209536563744,3240,90375,15659,11593
11,0.851792821170568,3186,90319,15715,11647
12,0.8420978176811211,3472,89291,16743,11361
13,0.8464832035007639,3751,89756,16278,11082
14,0.8517268046098422,3495,90312,15722,11338
15,0.8564799969821001,3556,90816,15218,11277
16,0.8492558990512478,3581,90050,15984,11252
17,0.856564875417319,3510,90825,15209,11323
18,0.8555746270064319,3526,90720,15314,11307
19,0.8567534941622499,3685,90845,15189,11148
20,0.8477752419035404,3700,89893,16141,11133
21,0.8563951185468812,3989,90807,15227,10844
22,0.8576305713261784,3463,90938,15096,11370
23,0.8517645283588283,3114,90316,15718,11719
24,0.8431163589037478,3354,89399,16635,11479
25,0.8398343927419507,3534,89051,16983,11299
26,0.8133900447026425,3916,86247,19787,10917
27,0.846379463191052,3829,89745,16289,11004
28,0.8403813871022502,3480,89109,16925,11353
29,0.8364864100194277,3827,88696,17338,11006
30,0.8602900956297037,3211,91220,14814,11622
31,0.8410698455212479,3776,89182,16852,11057
32,0.8601863553199917,3212,91209,14825,11621
33,0.866646547333874,3329,91894,14140,11504
34,0.8591772450346116,3199,91102,14932,11634
35,0.8645906030141275,2904,91676,14358,11929
36,0.8588471622309826,3093,91067,14967,11740
37,0.8548578757756946,2888,90644,15390,11945
38,0.8630439293056944,3316,91512,14522,11517
39,0.8605352999981138,3679,91246,14788,11154
40,0.8550653563951185,4248,90666,15368,10585
41,0.8554803176339665,3892,90710,15324,10941
42,0.8556029198181715,3476,90723,15311,11357
43,0.8642605202104985,3399,91641,14393,11434
44,0.8509628986928721,3434,90231,15803,11399
45,0.8420035083086557,3485,89281,16753,11348
46,0.8426731048531603,3463,89352,16682,11370
47,0.8566025991663051,3080,90829,15205,11753
48,0.8440971763773883,3030,89503,16531,11803
49,0.8465492200614897,3087,89763,16271,11746
50,0.850925174943886,3280,90227,15807,11553
51,0.838174547786559,3536,88875,17159,11297
52,0.8488975234358791,3120,90012,16022,11713
53,0.8485957334439896,3199,89980,16054,11634
54,0.8505479374540241,3068,90187,15847,11765
55,0.846832148178886,3132,89793,16241,11701
56,0.8501424071524228,3530,90144,15890,11303
57,0.8555274723201992,3369,90715,15319,11464
58,0.849519965294151,3304,90078,15956,11529
59,0.8616104268442197,2950,91360,14674,11883
60,0.8579229303808212,3271,90969,15065,11562
61,0.858960333477941,3027,91079,14955,11806
62,0.8684572872852104,2871,92086,13948,11962
63,0.8544995001603259,3359,90606,15428,11474
64,0.8645057245789086,3166,91667,14367,11667
65,0.8566874776015241,3402,90838,15196,11431
66,0.8521606277231831,3222,90358,15676,11611
67,0.8532734783182753,3010,90476,15558,11823
68,0.8531225833223306,3240,90460,15574,11593
69,0.8574608144557406,3253,90920,15114,11580
70,0.8553388535752683,2994,90695,15339,11839
